marker,consensus,X1,X2,X3,X4,X5,X6,LG,,gaccession,blast1,blast2,,,,,,,,,,,,,,,,,
scaffold_156331_44,30.27,33.62,29.4,,11.32,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_22095_4306,30.27,34.75,29.4,,11.32,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_22095_4389,30.27,34.75,29.4,,11.32,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_6151_1214,30.27,34.75,29.4,,,,,1,14,g9142.t1,XP_002267999 PREDICTED: uncharacterized protein LOC100243242 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_62603_729,30.27,,29.4,13.11,,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_1066_239,30.27,,29.4,,,,25.43,1,14,g2321.t1,"XP_004290021 PREDICTED: membrane-associated 30 kDa protein, chloroplastic [Fragaria vesca subsp. vesca].", phage shock protein A,,,,,,,,,,,,,,,,,
scaffold_1066_8647,30.27,,29.4,,,,25.43,1,14,g2321.t1,"XP_004290021 PREDICTED: membrane-associated 30 kDa protein, chloroplastic [Fragaria vesca subsp. vesca].", phage shock protein A,,,,,,,,,,,,,,,,,
scaffold_1066_8733,30.27,,29.4,,,,25.43,1,14,g2321.t1,"XP_004290021 PREDICTED: membrane-associated 30 kDa protein, chloroplastic [Fragaria vesca subsp. vesca].", phage shock protein A,,,,,,,,,,,,,,,,,
scaffold_156331_52,30.27,,29.4,,,,25.43,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_21943_4548,30.27,,29.4,,,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_26352_1385,30.27,,29.4,,,,25.43,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_44200_496,30.27,,29.4,13.11,,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_15113_397,30.27,,,13.11,10.72,,,1,15,g17188.t1,,0,,,,,,,,,,,,,,,,,
scaffold_22095_4371,30.56,,29.69,,,,25.43,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_105587_462,30.56,,29.69,,,,25.43,1,16,,,,,,,,,,,,,,,,,,,,
SCF43220,30.57,34.75,,13.11,11.32,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_37328_2503,30.57,,,13.11,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_26851_3914,30.57,,,13.11,,,,1,15,,,,,,,,,,,,,,,,,,,,
SCF118999,30.57,,,13.11,,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_192897_179,30.57,,,13.11,,,,1,16,,,,,,,,,,,,,,,,,,,,
ct116900,30.57,,,,11.32,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_44200_416,30.57,,,,11.32,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_68972_1139,31.2,,30.81,,,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_2207_9299,31.68,35.6,30.81,,,32.97,,1,14,g4173.t1,"XP_004291027 PREDICTED: NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial [Fragaria vesca subsp. vesca].", NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3],,,,,,,,,,,,,,,,,
SCF3914,31.68,36.45,,13.71,13.11,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_6645_4506,31.68,36.45,,,13.11,,25.43,1,14,g9697.t1,,0,,,,,,,,,,,,,,,,,
scaffold_86507_811,31.68,,30.81,13.71,13.11,,,1,15,g39038.t1,,0,,,,,,,,,,,,,,,,,
scaffold_8881_6460,31.68,,30.81,14.3,,32.97,,1,14,g11920.t1,,0,,,,,,,,,,,,,,,,,
scaffold_111146_748,31.68,,30.81,,,,28.42,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_174202_143,31.68,,30.81,,,,28.42,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_29480_3099,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_29633_279,31.68,,30.81,,,,28.42,1,15,g25875.t1,,0,,,,,,,,,,,,,,,,,
scaffold_30763_3649,31.68,,30.81,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_3398_4590,31.68,,30.81,,,,,1,14,g5850.t1,XP_002267999 PREDICTED: uncharacterized protein LOC100243242 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_34680_462,31.68,,30.81,,,,,1,15,g28053.t1,XP_004153220 PREDICTED: uncharacterized protein LOC101209411 [Cucumis sativus].,0,,,,,,,,,,,,,,,,,
scaffold_34680_473,31.68,,30.81,,13.11,,28.42,1,15,g28053.t1,XP_004153220 PREDICTED: uncharacterized protein LOC101209411 [Cucumis sativus].,0,,,,,,,,,,,,,,,,,
scaffold_34680_557,31.68,,30.81,,,,,1,15,g28053.t1,XP_004153220 PREDICTED: uncharacterized protein LOC101209411 [Cucumis sativus].,0,,,,,,,,,,,,,,,,,
scaffold_4527_522,31.68,,30.81,,,,,1,14,g7296.t1,XP_002863332 hypothetical protein ARALYDRAFT_330675 [Arabidopsis lyrata subsp. lyrata].,0,,,,,,,,,,,,,,,,,
scaffold_53575_2053,31.68,,30.81,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_5367_5675,31.68,,30.81,,,,,1,14,g8318.t1,,0,,,,,,,,,,,,,,,,,
scaffold_63947_427,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_67859_386,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_67859_400,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_67859_401,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_68072_794,31.68,,30.81,,,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_68972_1184,31.68,,30.81,,13.11,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_68972_1228,31.68,,30.81,,13.11,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_78615_581,31.68,,30.81,,,,28.42,1,15,g38159.t1,,0,,,,,,,,,,,,,,,,,
scaffold_83777_1061,31.68,,30.81,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_92811_1082,31.68,,30.81,13.71,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_94806_161,31.68,,30.81,13.71,,,,1,15,g39818.t1,XP_004298879 PREDICTED: uncharacterized protein LOC101307011 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_6901_779,31.68,,,13.71,,32.97,28.42,1,14,g9994.t1,"XP_004251994 PREDICTED: acetolactate synthase small subunit 1, chloroplastic [Solanum lycopersicum].", acetolactate synthase I/III small subunit [EC:2.2.1.6],,,,,,,,,,,,,,,,,
SCF124322,31.68,,,13.71,13.11,,,1,,,,,,,,,,,,,,,,,,,,,
SCF111370,31.68,,,13.71,13.11,,,1,,,,,,,,,,,,,,,,,,,,,
SCF22962,31.68,,,13.71,,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_17351_2364,31.68,,,13.71,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_10692_6504,31.68,,,,13.11,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_3398_4593,31.68,,,,13.11,,28.42,1,14,g5850.t1,XP_002267999 PREDICTED: uncharacterized protein LOC100243242 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_50850_1690,31.68,,,,13.11,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_8765_4335,32.27,,38.47,,,32.97,,1,14,g11805.t1,"XP_002515156 monoxygenase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_10329_3466,32.27,,,13.71,,34.46,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_90664_544,32.27,,,14.3,16.08,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_90664_610,32.27,,,14.3,16.08,32.97,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_119843_205,32.27,36.45,31.95,,16.08,,28.42,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_5336_377,32.27,36.45,,,,,,1,14,g8285.t1,,0,,,,,,,,,,,,,,,,,
scaffold_132563_419,32.27,36.45,32.52,,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_119843_102,32.27,36.45,,,16.08,,28.42,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_119843_175,32.27,36.45,,,16.08,,28.42,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_119843_227,32.27,36.45,,,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_44369_1307,32.27,36.45,,14.3,16.08,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_7333_7111,32.27,36.45,,,,,,1,14,g10408.t1,XP_002285851 PREDICTED: UDP-galactose transporter 1 isoform 2 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_132563_418,32.27,,31.95,,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_5513_2545,32.27,,,14.3,,,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_5513_2568,32.27,,,14.3,,,,1,14,,,,,,,,,,,,,,,,,,,,
SCF8223,32.27,,,,16.08,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_43010_1033,32.69,,,,,34.46,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_5152_276,32.87,37.3,33.09,,16.08,,28.42,1,14,g8062.t1,,0,,,,,,,,,,,,,,,,,
scaffold_51660_1253,33.47,37.87,33.09,,17.28,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_79987_757,33.47,37.87,,,17.28,,28.42,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_57172_1336,33.47,37.87,,17.88,16.68,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_90664_651,33.47,,,14.3,,34.46,29.93,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_10789_423,33.47,,,,17.28,,28.42,1,15,g13727.t1,,0,,,,,,,,,,,,,,,,,
scaffold_51963_3413,33.69,37.87,,,17.28,,,1,15,g33389.t1,,0,,,,,,,,,,,,,,,,,
scaffold_26473_1684,33.69,37.87,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_51963_3422,33.69,37.87,,,17.28,,,1,15,g33389.t1,,0,,,,,,,,,,,,,,,,,
scaffold_51963_3464,33.69,37.87,,,17.28,,,1,15,g33389.t1,,0,,,,,,,,,,,,,,,,,
scaffold_51963_3465,33.69,37.87,,,17.28,,,1,15,g33389.t1,,0,,,,,,,,,,,,,,,,,
scaffold_57172_1360,33.69,37.87,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_63456_1876,33.69,37.87,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_79987_712,34.06,,34.51,16.09,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_16102_1339,34.07,37.87,,17.88,17.28,,,1,15,g17930.t1,,0,,,,,,,,,,,,,,,,,
scaffold_26473_2692,34.07,,34.51,16.69,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_71150,34.07,,,,17.28,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_53192_1405,35.26,,,,18.47,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_69436_1312,35.26,,,,18.47,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_84577_993,35.66,,,17.88,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_2563_1334,35.66,,,17.88,,,,1,14,g4675.t1,XP_002278571 PREDICTED: small RNA degrading nuclease 5 [Vitis vinifera]., RNA exonuclease 1 [EC:3.1.-.-],,,,,,,,,,,,,,,,,
scaffold_48424_1773,35.66,,,17.88,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_2850_11183,35.96,,,17.88,,41.98,37.41,1,14,g5072.t1,NP_565148 carboxyvinyl-carboxyphosphonate phosphorylmutase [Arabidopsis thaliana].,0,,,,,,,,,,,,,,,,,
scaffold_2021_8315,36.52,,,17.88,,47.98,37.41,1,14,g3900.t1,XP_002279972 PREDICTED: disease resistance protein At4g27190 [Vitis vinifera]., disease resistance protein RPS2,,,,,,,,,,,,,,,,,
scaffold_106934_609,36.52,,,17.88,,47.98,37.41,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_56836_1453,37.46,,37.91,,,,38.91,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_6701_1445,37.46,,37.91,,18.47,,,1,14,g9771.t1,XP_004290567 PREDICTED: alcohol dehydrogenase-like [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_56836_1478,37.46,,37.91,,,,38.91,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_6701_1485,37.46,,37.91,,18.47,,,1,14,g9771.t1,XP_004290567 PREDICTED: alcohol dehydrogenase-like [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_60209_1652,37.46,,38.47,17.88,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_8765_2444,37.74,,38.47,,,,,1,14,g11805.t1,"XP_002515156 monoxygenase, putative [Ricinus communis].",0,,,,,,,,,,,,,,,,,
scaffold_48424_1719,38.02,41.86,38.47,,,,38.91,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_48424_1730,38.02,41.86,38.47,,,,38.91,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_106934_593,38.02,,38.47,,,,38.91,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_89289_215,38.02,,,,,,38.91,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_17020_179,39.51,,,,,,40.4,1,15,g18609.t1,XP_004299816 PREDICTED: patellin-3-like isoform X1 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_24816_4190,39.76,43.56,,,21.44,,,1,15,g23510.t1,XP_004159618 PREDICTED: eukaryotic translation initiation factor 3 subunit I-like [Cucumis sativus].,0,,,,,,,,,,,,,,,,,
SCF142441,40.43,,,22.65,21.44,,,1,,,,,,,,,,,,,,,,,,,,,
162108_K70,40.72,,,22.65,21.44,53.97,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_36632_1209,41.32,,,,22.04,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_23861_249,41.32,,,,22.04,,,1,15,g22978.t1,XP_002308830 predicted protein [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_42437_2728,41.32,,,,22.04,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_36632_1228,41.32,,,,22.04,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_28685_1160,44.04,47.84,,,,,40.4,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_28685_1255,44.33,47.84,45.34,26.83,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_9500_1026,44.33,,45.34,26.83,22.04,53.97,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_9500_1040,44.33,,45.34,26.83,22.04,53.97,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_9500_1042,44.33,,45.34,26.83,22.04,53.97,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_4040_6982,44.61,,45.34,26.83,,53.97,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_4719_7228,45.78,,45.98,29.81,,53.97,,1,14,g7536.t1,XP_002264447 PREDICTED: uncharacterized protein LOC100244450 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_2191_10864,45.91,,46.11,,,,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_109817_651,46.1,49.61,,33.94,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_58358_2203,46.1,49.74,,29.81,26.82,53.97,41.89,1,15,g34791.t1,,0,,,,,,,,,,,,,,,,,
scaffold_58358_2222,46.1,49.74,,,26.82,,,1,15,g34791.t1,,0,,,,,,,,,,,,,,,,,
scaffold_85316_876,46.1,49.74,,,26.82,,43.38,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_15191_1140,46.1,,46.3,29.81,,53.97,43.38,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_3828_4011,46.1,,46.3,29.81,,53.97,,1,14,g6419.t1,"XP_002527722 zinc/iron transporter, putative [Ricinus communis]."," solute carrier family 39 (zinc transporter), member 1/2/3",,,,,,,,,,,,,,,,,
scaffold_58358_2070,46.1,,,,26.82,,,1,15,g34791.t1,,0,,,,,,,,,,,,,,,,,
scaffold_1941_10112,46.1,,,,26.82,,,1,14,g3783.t1,XP_002270031 PREDICTED: dof zinc finger protein DOF5.1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_58358_2069,46.1,,,,26.82,,41.89,1,15,g34791.t1,,0,,,,,,,,,,,,,,,,,
scaffold_65297_1295,46.75,50.26,49.77,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_54729_2106,48.48,,,,29.2,,43.38,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_36507_2247,49.91,,49.77,33.94,,53.97,,1,15,g28737.t1,XP_004304555 PREDICTED: protein AUXIN SIGNALING F-BOX 2 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_109817_659,49.91,,,33.94,,53.97,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_43499_2223,50.87,,,34.58,,,,1,15,g31137.t1,"XP_002314467 predicted protein, partial [Populus trichocarpa].",0,,,,,,,,,,,,,,,,,
scaffold_18824,50.87,,,34.58,,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_18380,52.06,,,34.58,32.78,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_4585_8114,53.88,60.01,50.84,,,,,1,14,g7371.t1,XP_002282117 PREDICTED: protein terminal ear1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_3916_4622,54.74,,53.12,,,,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_1845_9975,54.74,,53.12,,,,,1,14,g3629.t1,XP_004250878 PREDICTED: signal recognition particle subunit SRP72 [Solanum lycopersicum]., signal recognition particle subunit SRP72,,,,,,,,,,,,,,,,,
scaffold_4585_4746,54.74,,53.12,,,,,1,14,g7371.t1,XP_002282117 PREDICTED: protein terminal ear1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_4072_1302,55.02,60.01,,,,,,1,14,g6736.t1,XP_002266306 PREDICTED: cyclin-dependent kinase G-2 isoform X1 [Vitis vinifera]., cell division cycle 2-like [EC:2.7.11.22],,,,,,,,,,,,,,,,,
scaffold_4072_1319,55.02,60.01,,,,,,1,14,g6736.t1,XP_002266306 PREDICTED: cyclin-dependent kinase G-2 isoform X1 [Vitis vinifera]., cell division cycle 2-like [EC:2.7.11.22],,,,,,,,,,,,,,,,,
scaffold_3916_8681,55.02,61.15,53.4,37.54,32.78,66.15,46.37,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_3916_8685,55.02,61.15,53.12,37.54,32.78,66.15,46.37,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_3916_8718,55.02,61.43,,37.54,32.78,66.15,46.37,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_3916_8762,55.02,61.43,,37.54,32.78,66.15,46.37,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_20504_3658,55.02,,,37.54,,66.15,46.37,1,15,,,,,,,,,,,,,,,,,,,,
SCF121995,55.02,,,37.54,32.78,66.15,44.88,1,,,,,,,,,,,,,,,,,,,,,
scaffold_159055_63,55.02,,,37.54,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_5427_6061,55.02,,,37.54,,,,1,14,g8384.t1,XP_002264955 PREDICTED: pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Vitis vinifera]., pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13],,,,,,,,,,,,,,,,,
scaffold_159055_64,55.02,,,37.54,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_159055_66,55.02,,,37.54,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_21571_4603,55.02,,,,32.78,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_35254_1878,55.02,,,,32.78,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_3916_4624,55.02,,,,32.78,,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_15888_1876,55.3,61.43,53.97,,,66.15,46.37,1,15,g17797.t1,XP_002272590 PREDICTED: ribose-phosphate pyrophosphokinase 4 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_15888_1770,55.3,61.43,53.97,39.32,32.78,66.15,46.37,1,15,g17797.t1,XP_002272590 PREDICTED: ribose-phosphate pyrophosphokinase 4 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_21571_4659,55.3,61.43,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_15888_4098,55.3,61.43,53.68,39.32,32.78,66.15,46.37,1,15,g17797.t1,XP_002272590 PREDICTED: ribose-phosphate pyrophosphokinase 4 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_86009_795,55.3,61.43,53.68,,,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_6132_4821,55.3,61.43,,,,,,1,14,g9123.t1,"XP_002269864 PREDICTED: 2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic [Vitis vinifera]."," demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",,,,,,,,,,,,,,,,,
scaffold_15888_1791,55.3,61.43,53.97,39.32,32.78,66.15,46.37,1,15,g17797.t1,XP_002272590 PREDICTED: ribose-phosphate pyrophosphokinase 4 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_15888_1883,55.3,61.43,53.97,,,66.15,46.37,1,15,g17797.t1,XP_002272590 PREDICTED: ribose-phosphate pyrophosphokinase 4 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_86009_799,55.3,61.43,,,,,,1,15,,,,,,,,,,,,,,,,,,,,
242569_K70,55.3,,53.68,39.32,32.78,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_86009_769,55.3,,53.68,39.32,,69.13,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_29472_3905,56.22,,53.97,42.3,32.78,69.13,,1,15,g25798.t1,XP_002314606 hypothetical protein POPTR_0010s05420g [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_17674_2425,58,64.27,56.24,42.3,34.56,69.13,46.37,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_10132_4751,58,,,,34.56,,,1,15,g13125.t1,XP_003628600 Serine/threonine protein phosphatase [Medicago truncatula].,0,,,,,,,,,,,,,,,,,
scaffold_17674_2151,58.14,64.27,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_22145_992,58.14,64.27,,,34.56,,,1,15,g21971.t1,XP_004292284 PREDICTED: uncharacterized protein LOC101301940 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_17674_2355,58.14,64.27,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_105955_554,58.14,64.27,,,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_17674_2189,58.14,64.27,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_17674_2195,58.14,64.27,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_22145_994,58.14,64.27,,,34.56,,,1,15,g21971.t1,XP_004292284 PREDICTED: uncharacterized protein LOC101301940 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_23359_736,58.28,,56.24,42.3,,72.12,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_178819_151,58.28,,56.24,,,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_22145_997,58.28,,56.24,42.3,35.75,,,1,15,g21971.t1,XP_004292284 PREDICTED: uncharacterized protein LOC101301940 [Fragaria vesca subsp. vesca].,0,,,,,,,,,,,,,,,,,
scaffold_87722_519,58.28,,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_87722_526,58.28,,56.24,42.3,,70.63,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_4844_3525,60.76,,58.52,47.08,,,,1,14,,,,,,,,,,,,,,,,,,,,
scaffold_25405_879,62.75,69.12,60.51,47.08,,72.12,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_25405_895,62.75,,60.51,47.08,,72.12,56.97,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_25405_908,62.75,,60.51,47.08,,72.12,56.97,1,15,,,,,,,,,,,,,,,,,,,,
1trimcontig440230,62.75,,,47.08,35.75,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_30788_3800,62.99,69.12,,,,,,1,15,g26425.t1,XP_002311870 predicted protein [Populus trichocarpa]., glutathione S-transferase [EC:2.5.1.18],,,,,,,,,,,,,,,,,
scaffold_18085_4194,62.99,69.12,,,35.75,,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_1447_12035,62.99,,,,35.75,,56.97,1,14,g2961.t1,XP_002275229 PREDICTED: sphinganine C(4)-monooxygenase 1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
SCF59248,62.99,,,,35.75,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_1447_12107,62.99,,,,35.75,,56.97,1,14,g2961.t1,XP_002275229 PREDICTED: sphinganine C(4)-monooxygenase 1 [Vitis vinifera].,0,,,,,,,,,,,,,,,,,
scaffold_23849_3755,63.89,70.02,62.17,51.26,,72.12,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_72495_1145,63.89,70.02,62.17,,,,,1,15,,,,,,,,,,,,,,,,,,,,
SCF102347,64.25,70.02,63.63,,35.75,,,1,,,,,,,,,,,,,,,,,,,,,
scaffold_120553_245,64.25,70.25,,,38.13,,,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_8_9904,64.25,,62.17,51.26,,,,1,11,g70.t1,XP_002314912 glucosyltransferase like family protein [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_120553_193,64.25,,62.17,51.26,,76.61,56.97,1,16,,,,,,,,,,,,,,,,,,,,
scaffold_8_9959,65.43,,,,38.13,,,1,11,g70.t1,XP_002314912 glucosyltransferase like family protein [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_12191_2925,65.43,,,,38.13,,56.97,1,15,g14905.t1,XP_002316008 hypothetical protein POPTR_0010s14920g [Populus trichocarpa].,0,,,,,,,,,,,,,,,,,
scaffold_12660_440,65.74,,,,,,56.97,1,15,g15278.t1,XP_004155342 PREDICTED: nucleobase-ascorbate transporter 7-like [Cucumis sativus].," solute carrier family 23 (nucleobase transporter), member 1/2",,,,,,,,,,,,,,,,,
scaffold_56373_2256,66.53,,,,,76.61,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_55812_1447,67.24,73.95,,51.26,,76.61,,1,15,,,,,,,,,,,,,,,,,,,,
scaffold_38000_2149,67.24,,66.76,51.26,,76.61,,1,15,g29302.t1,,0,,,,,,,,,,,,,,,,,
scaffold_62235_1297,67.24,,66.76,51.26,40.52,76.61,,1,15,g35600.t1,"XP_004239086 PREDICTED: cell division topological specificity factor homolog, chloroplastic [Solanum lycopersicum].",0,,,,,,,,,,,,,,,,,
